Płeć;5 km Tempo;Czas [s]
K;5.326666666666667;7170.0
M;5.293333333333334;7171.0
M;5.17;7171.0
M;5.076666666666667;7172.0
M;5.4366666666666665;7172.0
K;5.489999999999999;7172.0
M;5.376666666666667;7172.0
K;5.433333333333334;7173.0
M;5.45;7173.0
M;5.363333333333333;7173.0
M;5.48;7173.0
M;5.076666666666667;7173.0
M;5.543333333333334;7173.0
M;5.456666666666666;7175.0
M;5.536666666666666;7175.0
K;5.73;7175.0
M;4.783333333333333;7175.0
M;5.47;7176.0
K;5.363333333333333;7176.0
K;5.493333333333334;7177.0
M;5.566666666666666;7177.0
M;5.456666666666666;7177.0
M;5.72;7177.0
M;5.593333333333334;7178.0
K;5.333333333333333;7178.0
M;4.736666666666666;7178.0
M;5.093333333333334;7178.0
M;5.0600000000000005;7179.0
M;5.596666666666667;7179.0
M;5.41;7180.0
K;5.52;7180.0
M;5.593333333333334;7180.0
K;5.343333333333334;7180.0
K;5.466666666666667;7181.0
M;5.35;7181.0
K;5.576666666666667;7181.0
M;5.543333333333334;7181.0
K;5.616666666666666;7181.0
M;5.04;7182.0
M;5.53;7182.0
K;5.293333333333334;7183.0
K;5.476666666666668;7183.0
K;5.283333333333333;7183.0
M;5.496666666666667;7184.0
M;5.566666666666666;7184.0
M;5.569999999999999;7185.0
K;5.586666666666667;7185.0
M;5.203333333333333;7185.0
M;5.456666666666666;7185.0
K;5.6066666666666665;7186.0
M;5.493333333333334;7186.0
M;5.2;7187.0
M;5.586666666666667;7187.0
M;5.556666666666667;7188.0
M;5.17;7188.0
M;5.326666666666667;7189.0
M;5.553333333333333;7189.0
M;5.616666666666666;7189.0
M;5.61;7189.0
M;5.626666666666667;7189.0
M;5.7;7190.0
M;5.430000000000001;7190.0
M;5.743333333333334;7190.0
M;5.456666666666666;7190.0
M;4.926666666666667;7191.0
M;5.2733333333333325;7191.0
M;5.569999999999999;7191.0
K;5.616666666666666;7192.0
M;5.246666666666667;7192.0
M;5.323333333333333;7192.0
M;5.426666666666667;7192.0
K;5.47;7192.0
K;5.5233333333333325;7192.0
M;5.4;7193.0
M;5.36;7193.0
M;5.92;7193.0
M;5.29;7193.0
K;5.48;7194.0
K;5.45;7194.0
K;5.493333333333334;7194.0
M;5.343333333333334;7195.0
M;5.923333333333333;7195.0
K;5.583333333333333;7195.0
M;5.303333333333333;7196.0
M;5.633333333333334;7196.0
K;5.406666666666666;7196.0
M;5.61;7196.0
M;5.3133333333333335;7197.0
M;5.48;7197.0
M;5.756666666666666;7197.0
M;4.796666666666667;7198.0
M;5.683333333333334;7198.0
M;5.25;7198.0
M;5.6866666666666665;7198.0
M;5.7;7200.0
M;5.316666666666666;7200.0
K;5.413333333333333;7200.0
M;5.483333333333333;7200.0
M;5.163333333333333;7201.0
M;5.569999999999999;7201.0
M;5.3966666666666665;7202.0
M;5.319999999999999;7202.0
K;5.48;7202.0
K;5.510000000000001;7202.0
M;5.676666666666667;7202.0
M;6.026666666666667;7203.0
M;5.430000000000001;7203.0
K;5.42;7203.0
K;5.42;7203.0
M;5.736666666666666;7204.0
K;5.576666666666667;7204.0
K;5.216666666666667;7205.0
M;5.5233333333333325;7205.0
M;5.423333333333333;7205.0
K;5.493333333333334;7206.0
M;5.553333333333333;7206.0
K;5.653333333333333;7207.0
M;5.366666666666666;7207.0
M;5.59;7208.0
M;5.59;7208.0
M;5.3966666666666665;7208.0
M;5.796666666666667;7209.0
K;5.486666666666666;7209.0
K;5.27;7210.0
K;5.489999999999999;7210.0
M;5.493333333333334;7210.0
M;5.489999999999999;7211.0
M;5.213333333333334;7211.0
K;5.680000000000001;7211.0
M;5.3533333333333335;7211.0
M;5.343333333333334;7212.0
K;5.466666666666667;7212.0
M;5.73;7212.0
M;5.406666666666666;7212.0
M;5.819999999999999;7212.0
M;5.48;7213.0
K;5.5600000000000005;7213.0
K;5.053333333333333;7213.0
M;5.5;7214.0
M;5.483333333333333;7214.0
M;5.496666666666667;7214.0
M;5.213333333333334;7214.0
K;5.66;7214.0
K;5.11;7214.0
M;5.153333333333333;7215.0
M;5.786666666666666;7215.0
K;5.583333333333333;7216.0
K;5.46;7216.0
K;5.5233333333333325;7216.0
M;5.39;7216.0
M;5.513333333333334;7216.0
M;5.58;7217.0
M;5.739999999999999;7217.0
K;5.493333333333334;7217.0
M;5.536666666666666;7218.0
K;5.526666666666667;7218.0
M;5.476666666666668;7218.0
M;5.569999999999999;7218.0
M;5.52;7219.0
M;5.430000000000001;7219.0
M;5.583333333333333;7219.0
K;5.306666666666667;7219.0
M;5.239999999999999;7219.0
M;5.58;7220.0
M;5.223333333333333;7220.0
M;5.336666666666667;7221.0
M;5.253333333333333;7221.0
M;5.569999999999999;7221.0
M;5.623333333333333;7222.0
M;5.743333333333334;7222.0
M;5.496666666666667;7224.0
M;5.3966666666666665;7224.0
M;5.6866666666666665;7224.0
K;5.196666666666667;7225.0
M;5.319999999999999;7226.0
M;5.366666666666666;7226.0
K;5.363333333333333;7227.0
M;5.346666666666667;7227.0
M;5.536666666666666;7227.0
M;5.456666666666666;7227.0
M;5.6066666666666665;7227.0
M;5.423333333333333;7228.0
M;5.346666666666667;7228.0
M;5.533333333333333;7228.0
M;4.9366666666666665;7229.0
M;5.473333333333333;7229.0
K;5.86;7229.0
M;5.453333333333333;7229.0
M;5.793333333333334;7229.0
M;5.203333333333333;7229.0
M;5.533333333333333;7230.0
M;5.913333333333333;7230.0
M;5.823333333333333;7230.0
K;5.86;7230.0
K;5.510000000000001;7231.0
M;5.833333333333333;7231.0
K;5.319999999999999;7231.0
M;5.65;7231.0
M;5.656666666666666;7231.0
K;5.680000000000001;7231.0
M;5.53;7231.0
M;5.84;7232.0
M;5.653333333333333;7232.0
M;5.423333333333333;7233.0
M;5.183333333333334;7234.0
M;5.173333333333333;7234.0
M;5.346666666666667;7234.0
M;4.783333333333333;7234.0
M;5.336666666666667;7234.0
M;5.6033333333333335;7235.0
M;5.55;7235.0
M;5.456666666666666;7236.0
M;5.033333333333333;7236.0
M;5.42;7236.0
K;5.666666666666667;7236.0
M;5.833333333333333;7237.0
M;5.713333333333334;7237.0
M;5.1466666666666665;7237.0
M;5.076666666666667;7237.0
K;5.92;7238.0
K;5.573333333333333;7238.0
M;5.48;7238.0
M;5.676666666666667;7238.0
K;5.4;7238.0
M;5.693333333333333;7239.0
M;5.026666666666667;7239.0
M;5.4;7240.0
M;5.6466666666666665;7240.0
M;5.6466666666666665;7240.0
M;5.72;7240.0
M;5.743333333333334;7240.0
K;5.65;7241.0
K;5.916666666666667;7241.0
M;5.6;7241.0
M;5.47;7241.0
M;5.546666666666667;7242.0
M;5.006666666666666;7242.0
M;5.443333333333333;7242.0
M;5.66;7242.0
M;5.036666666666666;7243.0
M;5.376666666666667;7243.0
M;5.8133333333333335;7243.0
M;5.47;7244.0
K;5.6;7245.0
M;5.489999999999999;7245.0
K;5.493333333333334;7245.0
K;5.446666666666667;7245.0
M;5.656666666666666;7246.0
M;5.366666666666666;7247.0
K;5.733333333333333;7248.0
M;5.486666666666666;7248.0
M;5.819999999999999;7249.0
K;5.826666666666667;7250.0
K;5.546666666666667;7250.0
M;5.683333333333334;7251.0
M;6.0;7251.0
M;5.373333333333333;7251.0
M;5.736666666666666;7251.0
M;5.48;7251.0
M;5.573333333333333;7252.0
M;5.6433333333333335;7253.0
M;5.22;7253.0
K;5.693333333333333;7253.0
M;5.336666666666667;7254.0
K;5.326666666666667;7254.0
M;5.113333333333333;7254.0
K;5.38;7254.0
M;5.883333333333334;7255.0
K;5.326666666666667;7255.0
M;5.303333333333333;7255.0
M;5.573333333333333;7256.0
M;5.763333333333334;7256.0
M;5.566666666666666;7256.0
M;5.3933333333333335;7257.0
K;5.296666666666667;7257.0
K;5.333333333333333;7257.0
M;5.466666666666667;7258.0
K;5.423333333333333;7258.0
M;5.386666666666667;7259.0
M;5.696666666666667;7259.0
M;5.53;7260.0
M;5.0600000000000005;7260.0
M;5.446666666666667;7260.0
M;5.44;7261.0
M;5.3100000000000005;7262.0
K;5.783333333333333;7263.0
K;5.423333333333333;7263.0
K;5.72;7263.0
M;5.866666666666666;7263.0
M;5.47;7263.0
M;6.263333333333334;7263.0
M;5.319999999999999;7263.0
M;5.92;7264.0
M;5.53;7264.0
M;5.48;7265.0
M;5.473333333333333;7266.0
M;5.45;7266.0
M;5.3;7267.0
M;5.91;7267.0
K;5.506666666666666;7268.0
M;5.526666666666667;7268.0
M;5.6866666666666665;7268.0
M;5.6466666666666665;7269.0
K;5.346666666666667;7269.0
M;5.576666666666667;7269.0
M;5.586666666666667;7269.0
M;5.486666666666666;7269.0
M;5.3;7269.0
M;5.513333333333334;7270.0
M;5.386666666666667;7270.0
M;5.046666666666667;7270.0
M;5.3566666666666665;7271.0
K;5.78;7271.0
M;5.583333333333333;7271.0
M;5.386666666666667;7272.0
M;5.626666666666667;7272.0
M;5.033333333333333;7272.0
K;5.456666666666666;7273.0
K;5.586666666666667;7273.0
M;5.1066666666666665;7274.0
K;5.426666666666667;7275.0
M;5.346666666666667;7275.0
M;5.726666666666668;7275.0
M;5.5233333333333325;7275.0
M;5.37;7276.0
M;5.403333333333333;7276.0
M;5.446666666666667;7276.0
M;5.346666666666667;7277.0
K;5.8;7277.0
K;5.64;7278.0
M;5.593333333333334;7279.0
M;5.596666666666667;7279.0
M;5.863333333333333;7280.0
M;5.5;7280.0
M;5.59;7280.0
K;5.5;7280.0
M;5.676666666666667;7280.0
K;5.386666666666667;7281.0
M;5.756666666666666;7281.0
M;5.35;7281.0
M;5.443333333333333;7281.0
K;5.1466666666666665;7282.0
M;5.7;7282.0
K;5.703333333333333;7282.0
K;5.653333333333333;7282.0
K;5.8933333333333335;7282.0
K;5.366666666666666;7283.0
M;5.683333333333334;7283.0
M;5.680000000000001;7283.0
K;5.65;7284.0
M;5.623333333333333;7285.0
K;5.58;7285.0
K;5.413333333333333;7285.0
M;5.8933333333333335;7285.0
M;5.1066666666666665;7285.0
M;5.546666666666667;7285.0
M;5.463333333333334;7285.0
M;5.5;7285.0
K;5.476666666666668;7285.0
K;5.77;7285.0
M;5.483333333333333;7286.0
M;5.453333333333333;7286.0
K;10.6;7287.0
M;5.53;7288.0
M;5.696666666666667;7288.0
M;5.503333333333333;7288.0
M;5.533333333333333;7288.0
M;5.223333333333333;7289.0
K;5.553333333333333;7290.0
K;5.543333333333334;7290.0
M;5.21;7290.0
M;5.21;7291.0
M;5.476666666666668;7291.0
K;5.473333333333333;7291.0
M;5.5233333333333325;7291.0
M;5.4366666666666665;7292.0
M;5.546666666666667;7292.0
M;5.033333333333333;7292.0
M;5.6433333333333335;7292.0
M;5.796666666666667;7293.0
K;5.489999999999999;7294.0
M;5.253333333333333;7294.0
M;5.760000000000001;7294.0
M;5.14;7295.0
M;5.153333333333333;7295.0
K;5.543333333333334;7295.0
M;5.4;7296.0
M;5.296666666666667;7297.0
M;5.033333333333333;7297.0
K;5.336666666666667;7299.0
M;5.463333333333334;7299.0
M;5.8;7300.0
M;5.6466666666666665;7301.0
K;5.766666666666667;7301.0
M;5.873333333333333;7301.0
M;5.046666666666667;7302.0
M;5.89;7303.0
K;5.86;7303.0
M;5.8;7303.0
K;5.616666666666666;7303.0
K;5.8;7304.0
M;5.489999999999999;7304.0
K;5.566666666666666;7305.0
M;5.319999999999999;7305.0
K;5.5600000000000005;7305.0
M;5.326666666666667;7305.0
K;5.66;7306.0
K;5.4;7306.0
M;5.1033333333333335;7306.0
M;5.126666666666667;7306.0
M;4.463333333333334;7306.0
M;5.263333333333334;7306.0
M;5.42;7307.0
M;5.4366666666666665;7308.0
K;5.366666666666666;7308.0
M;5.25;7308.0
M;5.566666666666666;7309.0
M;5.556666666666667;7309.0
M;5.823333333333333;7309.0
K;4.973333333333333;7309.0
K;5.556666666666667;7310.0
M;5.41;7310.0
M;5.62;7310.0
K;5.67;7311.0
K;5.1;7311.0
K;5.433333333333334;7311.0
M;5.75;7312.0
M;5.77;7312.0
M;5.77;7314.0
M;5.1066666666666665;7314.0
K;5.6466666666666665;7314.0
M;5.63;7314.0
M;5.476666666666668;7314.0
K;5.633333333333334;7314.0
M;5.653333333333333;7315.0
M;5.913333333333333;7315.0
M;5.5633333333333335;7315.0
M;5.823333333333333;7315.0
K;5.596666666666667;7315.0
M;5.430000000000001;7317.0
M;5.77;7318.0
M;5.6433333333333335;7318.0
M;5.536666666666666;7318.0
M;5.586666666666667;7318.0
M;5.3;7319.0
K;5.663333333333333;7319.0
K;5.63;7320.0
M;5.656666666666666;7320.0
M;5.493333333333334;7320.0
M;5.463333333333334;7320.0
M;5.7733333333333325;7321.0
K;5.656666666666666;7321.0
K;5.77;7322.0
M;5.653333333333333;7322.0
M;5.52;7322.0
M;5.466666666666667;7323.0
K;5.776666666666667;7323.0
M;5.366666666666666;7324.0
M;5.5233333333333325;7324.0
M;5.656666666666666;7324.0
M;5.566666666666666;7325.0
M;5.723333333333333;7325.0
K;5.376666666666667;7325.0
M;5.36;7327.0
K;5.54;7327.0
K;5.38;7328.0
K;5.366666666666666;7329.0
M;5.5600000000000005;7329.0
K;5.543333333333334;7329.0
K;4.846666666666667;7329.0
M;5.926666666666667;7330.0
M;5.73;7330.0
M;5.546666666666667;7330.0
K;5.833333333333333;7331.0
M;5.343333333333334;7331.0
M;5.283333333333333;7331.0
K;5.383333333333334;7332.0
M;5.753333333333333;7332.0
M;5.8133333333333335;7332.0
M;5.376666666666667;7333.0
M;5.3966666666666665;7333.0
M;5.823333333333333;7334.0
M;5.8133333333333335;7334.0
K;5.54;7334.0
M;5.426666666666667;7335.0
K;5.6466666666666665;7335.0
M;5.493333333333334;7335.0
M;5.846666666666667;7335.0
M;5.55;7336.0
K;5.513333333333334;7337.0
K;5.5633333333333335;7338.0
M;5.3533333333333335;7338.0
M;5.346666666666667;7338.0
M;5.14;7338.0
M;5.716666666666667;7338.0
M;5.6033333333333335;7338.0
M;4.8;7338.0
M;5.73;7339.0
K;5.503333333333333;7339.0
M;5.806666666666667;7340.0
K;5.513333333333334;7340.0
M;5.6066666666666665;7340.0
M;5.6;7340.0
K;5.66;7340.0
K;5.506666666666666;7340.0
M;5.28;7340.0
M;5.696666666666667;7342.0
M;5.693333333333333;7342.0
K;5.6;7342.0
M;5.533333333333333;7343.0
M;5.576666666666667;7343.0
M;5.546666666666667;7343.0
M;5.653333333333333;7343.0
K;5.466666666666667;7344.0
M;5.5600000000000005;7344.0
K;5.526666666666667;7345.0
M;5.406666666666666;7346.0
M;5.19;7346.0
M;5.53;7346.0
K;5.363333333333333;7347.0
M;5.693333333333333;7347.0
M;5.193333333333333;7348.0
M;5.503333333333333;7348.0
M;5.383333333333334;7348.0
M;5.1033333333333335;7348.0
K;5.666666666666667;7349.0
M;5.6866666666666665;7350.0
M;5.543333333333334;7351.0
M;5.713333333333334;7351.0
M;5.473333333333333;7351.0
M;5.546666666666667;7351.0
M;5.503333333333333;7351.0
M;5.48;7352.0
M;5.736666666666666;7352.0
M;5.54;7353.0
K;5.466666666666667;7354.0
M;5.746666666666667;7354.0
M;5.46;7354.0
M;5.4366666666666665;7354.0
M;5.3133333333333335;7354.0
K;5.866666666666666;7354.0
M;5.473333333333333;7355.0
K;5.476666666666668;7355.0
M;5.623333333333333;7356.0
M;6.246666666666667;7356.0
M;5.58;7357.0
M;5.543333333333334;7357.0
M;5.6;7358.0
K;5.823333333333333;7358.0
M;5.3100000000000005;7358.0
K;5.876666666666667;7359.0
K;5.63;7359.0
M;5.746666666666667;7359.0
M;5.65;7360.0
K;5.673333333333333;7360.0
K;5.696666666666667;7360.0
K;5.67;7361.0
M;5.473333333333333;7361.0
K;5.7733333333333325;7361.0
M;5.623333333333333;7361.0
M;5.676666666666667;7362.0
M;6.09;7362.0
M;6.093333333333334;7362.0
M;5.48;7362.0
K;5.266666666666667;7362.0
M;5.180000000000001;7363.0
K;5.333333333333333;7363.0
M;5.136666666666667;7363.0
M;5.683333333333334;7364.0
K;5.16;7364.0
K;5.263333333333334;7365.0
K;5.84;7366.0
M;5.636666666666667;7366.0
K;5.6866666666666665;7366.0
M;5.616666666666666;7366.0
M;5.6066666666666665;7367.0
M;5.2;7367.0
M;5.236666666666666;7368.0
M;5.303333333333333;7368.0
K;5.476666666666668;7368.0
M;5.886666666666667;7369.0
M;5.556666666666667;7369.0
M;5.486666666666666;7369.0
M;5.453333333333333;7370.0
K;5.633333333333334;7370.0
M;5.12;7370.0
M;5.89;7372.0
K;5.316666666666666;7373.0
M;5.41;7374.0
M;5.47;7374.0
M;5.239999999999999;7375.0
M;5.933333333333334;7375.0
M;5.613333333333333;7375.0
M;5.456666666666666;7375.0
M;5.52;7376.0
M;5.323333333333333;7377.0
M;5.1466666666666665;7378.0
K;5.546666666666667;7380.0
K;5.566666666666666;7380.0
M;5.516666666666667;7381.0
M;5.546666666666667;7382.0
M;5.566666666666666;7383.0
K;5.35;7383.0
K;5.556666666666667;7383.0
K;5.45;7384.0
K;5.596666666666667;7385.0
K;5.5233333333333325;7385.0
M;5.8966666666666665;7385.0
K;5.706666666666666;7385.0
M;5.506666666666666;7386.0
K;5.55;7386.0
M;5.256666666666666;7386.0
M;6.0600000000000005;7386.0
M;5.433333333333334;7387.0
K;5.433333333333334;7387.0
M;5.373333333333333;7387.0
K;5.453333333333333;7387.0
M;5.816666666666666;7388.0
M;5.733333333333333;7388.0
K;5.306666666666667;7388.0
M;5.293333333333334;7389.0
K;5.736666666666666;7389.0
M;5.406666666666666;7390.0
M;5.906666666666666;7390.0
M;5.033333333333333;7390.0
M;5.91;7391.0
M;5.696666666666667;7391.0
M;5.69;7392.0
M;5.693333333333333;7392.0
K;5.463333333333334;7393.0
M;5.4366666666666665;7393.0
K;5.433333333333334;7394.0
M;5.513333333333334;7395.0
K;5.203333333333333;7396.0
K;5.736666666666666;7396.0
M;5.986666666666666;7396.0
M;5.706666666666666;7396.0
M;5.113333333333333;7396.0
M;5.363333333333333;7396.0
M;5.5;7397.0
K;5.736666666666666;7397.0
K;5.113333333333333;7398.0
K;5.403333333333333;7399.0
K;5.489999999999999;7399.0
M;5.613333333333333;7399.0
M;5.416666666666667;7400.0
M;5.88;7401.0
K;5.626666666666667;7401.0
M;5.456666666666666;7401.0
M;5.843333333333334;7403.0
M;5.553333333333333;7404.0
M;5.6066666666666665;7404.0
M;5.836666666666667;7404.0
M;5.243333333333334;7405.0
M;5.2733333333333325;7406.0
M;5.38;7406.0
M;6.166666666666667;7407.0
M;5.756666666666666;7407.0
M;3.99;7407.0
M;5.786666666666666;7407.0
K;5.736666666666666;7407.0
M;5.156666666666666;7408.0
K;5.696666666666667;7408.0
K;5.8133333333333335;7408.0
K;5.47;7408.0
M;5.776666666666667;7410.0
K;5.556666666666667;7410.0
M;5.37;7410.0
M;5.593333333333334;7410.0
M;5.656666666666666;7410.0
M;5.963333333333334;7410.0
K;5.343333333333334;7411.0
M;6.23;7411.0
M;5.526666666666667;7411.0
M;5.98;7412.0
K;5.453333333333333;7412.0
M;5.233333333333333;7412.0
M;5.42;7412.0
M;5.94;7413.0
M;5.473333333333333;7413.0
M;5.516666666666667;7413.0
M;5.583333333333333;7413.0
M;5.55;7414.0
M;5.33;7414.0
K;5.303333333333333;7415.0
M;5.423333333333333;7415.0
K;5.55;7415.0
K;5.653333333333333;7417.0
M;6.4366666666666665;7418.0
M;5.416666666666667;7419.0
M;5.736666666666666;7419.0
K;5.53;7420.0
M;5.28;7420.0
M;5.6466666666666665;7420.0
M;5.819999999999999;7420.0
K;5.61;7421.0
M;5.733333333333333;7421.0
M;5.426666666666667;7422.0
M;5.5600000000000005;7422.0
M;5.836666666666667;7422.0
M;5.616666666666666;7423.0
M;6.33;7424.0
K;5.59;7425.0
K;5.98;7425.0
K;5.8933333333333335;7426.0
M;5.753333333333333;7426.0
M;5.546666666666667;7426.0
M;5.346666666666667;7427.0
K;5.693333333333333;7427.0
K;5.663333333333333;7427.0
M;5.693333333333333;7428.0
K;5.86;7428.0
M;5.91;7429.0
K;5.77;7430.0
K;5.8933333333333335;7430.0
M;5.3;7431.0
M;5.673333333333333;7431.0
M;5.319999999999999;7431.0
K;5.456666666666666;7431.0
M;5.996666666666667;7431.0
M;5.8533333333333335;7432.0
M;5.466666666666667;7432.0
M;5.283333333333333;7432.0
K;5.913333333333333;7432.0
M;5.703333333333333;7432.0
M;6.1866666666666665;7432.0
M;5.556666666666667;7432.0
M;5.613333333333333;7433.0
M;5.46;7433.0
M;5.983333333333333;7433.0
M;5.276666666666667;7433.0
M;5.58;7433.0
K;5.86;7434.0
M;5.613333333333333;7434.0
M;5.926666666666667;7435.0
M;5.683333333333334;7436.0
M;5.3966666666666665;7436.0
M;5.4;7437.0
M;5.27;7438.0
M;5.973333333333333;7439.0
K;5.64;7439.0
M;5.72;7439.0
K;6.0;7440.0
M;5.87;7440.0
M;5.35;7440.0
M;5.726666666666668;7440.0
K;5.496666666666667;7442.0
M;5.406666666666666;7442.0
M;5.613333333333333;7442.0
M;5.64;7443.0
M;5.55;7443.0
K;5.9;7443.0
K;5.673333333333333;7444.0
M;5.623333333333333;7444.0
K;5.673333333333333;7445.0
M;5.6466666666666665;7445.0
M;4.963333333333334;7445.0
M;5.756666666666666;7445.0
K;5.73;7445.0
K;5.78;7446.0
M;5.326666666666667;7446.0
M;5.47;7447.0
M;5.636666666666667;7447.0
M;5.33;7447.0
M;6.430000000000001;7447.0
K;5.556666666666667;7449.0
M;5.836666666666667;7449.0
K;5.6866666666666665;7449.0
M;6.0600000000000005;7449.0
M;5.743333333333334;7449.0
M;5.510000000000001;7449.0
M;5.323333333333333;7450.0
M;5.65;7450.0
K;5.72;7450.0
M;5.843333333333334;7451.0
M;5.739999999999999;7451.0
M;5.77;7451.0
M;5.866666666666666;7451.0
M;5.743333333333334;7451.0
M;5.493333333333334;7452.0
M;5.75;7452.0
M;5.69;7452.0
M;5.78;7453.0
M;5.6;7453.0
M;5.676666666666667;7453.0
K;6.416666666666667;7454.0
M;5.333333333333333;7454.0
K;5.78;7455.0
M;5.5600000000000005;7456.0
M;5.316666666666666;7456.0
M;5.176666666666667;7456.0
K;5.739999999999999;7456.0
K;5.67;7457.0
M;5.513333333333334;7457.0
M;6.05;7457.0
K;6.03;7458.0
K;5.71;7458.0
M;5.713333333333334;7459.0
M;5.71;7460.0
M;5.613333333333333;7460.0
M;5.666666666666667;7461.0
M;5.863333333333333;7461.0
K;5.59;7461.0
K;5.04;7461.0
M;5.886666666666667;7462.0
M;5.8966666666666665;7462.0
M;5.3;7462.0
M;5.3100000000000005;7463.0
K;5.46;7463.0
K;5.323333333333333;7464.0
M;5.943333333333333;7464.0
K;5.446666666666667;7465.0
K;5.656666666666666;7465.0
M;5.823333333333333;7465.0
M;5.86;7465.0
M;5.58;7466.0
M;4.67;7466.0
M;5.8933333333333335;7466.0
M;5.739999999999999;7467.0
M;5.83;7467.0
M;5.756666666666666;7467.0
M;5.456666666666666;7467.0
K;5.556666666666667;7467.0
K;5.293333333333334;7468.0
K;5.503333333333333;7468.0
M;5.3566666666666665;7468.0
M;5.676666666666667;7469.0
K;5.426666666666667;7469.0
M;5.413333333333333;7469.0
K;5.533333333333333;7469.0
K;5.716666666666667;7469.0
K;5.543333333333334;7470.0
M;5.733333333333333;7471.0
M;5.75;7472.0
M;5.42;7472.0
K;5.346666666666667;7472.0
M;5.633333333333334;7473.0
M;5.73;7473.0
M;6.176666666666667;7474.0
M;5.75;7474.0
M;6.996666666666667;7475.0
K;5.993333333333334;7475.0
M;5.726666666666668;7476.0
M;5.693333333333333;7476.0
M;5.746666666666667;7477.0
M;5.543333333333334;7477.0
M;6.406666666666666;7477.0
K;5.75;7477.0
K;5.753333333333333;7478.0
K;6.203333333333333;7478.0
M;6.156666666666666;7478.0
M;5.6066666666666665;7478.0
K;5.5633333333333335;7479.0
K;5.743333333333334;7479.0
K;5.75;7479.0
M;5.493333333333334;7480.0
M;5.8566666666666665;7480.0
M;5.84;7480.0
M;5.663333333333333;7481.0
M;5.33;7481.0
M;5.46;7482.0
M;5.733333333333333;7482.0
M;5.953333333333333;7483.0
M;5.623333333333333;7483.0
M;5.536666666666666;7483.0
K;5.573333333333333;7484.0
K;5.463333333333334;7484.0
M;5.38;7484.0
M;6.183333333333334;7484.0
K;5.819999999999999;7484.0
K;5.926666666666667;7486.0
K;5.930000000000001;7487.0
M;5.2733333333333325;7487.0
M;5.916666666666667;7488.0
K;5.6433333333333335;7488.0
M;6.14;7489.0
K;5.5633333333333335;7489.0
M;5.8933333333333335;7489.0
M;5.623333333333333;7490.0
M;5.29;7490.0
M;5.596666666666667;7491.0
K;5.903333333333333;7491.0
M;5.516666666666667;7491.0
K;5.403333333333333;7491.0
M;5.8533333333333335;7491.0
M;4.963333333333334;7492.0
M;5.28;7494.0
M;5.696666666666667;7494.0
M;5.526666666666667;7494.0
M;5.473333333333333;7495.0
M;5.069999999999999;7495.0
K;5.466666666666667;7495.0
M;5.86;7496.0
K;5.876666666666667;7496.0
M;5.746666666666667;7496.0
M;5.6066666666666665;7497.0
K;5.83;7497.0
M;5.553333333333333;7497.0
M;5.716666666666667;7497.0
M;6.1433333333333335;7498.0
M;5.66;7498.0
K;5.736666666666666;7498.0
K;5.483333333333333;7498.0
M;5.746666666666667;7499.0
K;5.716666666666667;7499.0
M;5.736666666666666;7499.0
M;5.8;7500.0
K;5.673333333333333;7500.0
M;5.180000000000001;7500.0
M;5.756666666666666;7501.0
M;5.626666666666667;7502.0
M;5.3933333333333335;7502.0
M;5.206666666666666;7502.0
M;5.476666666666668;7503.0
M;5.6066666666666665;7503.0
K;5.363333333333333;7503.0
M;5.183333333333334;7506.0
M;5.569999999999999;7506.0
M;5.376666666666667;7507.0
M;5.77;7508.0
M;5.47;7508.0
K;5.2733333333333325;7508.0
M;5.593333333333334;7509.0
K;5.593333333333334;7509.0
K;5.39;7510.0
M;5.196666666666667;7510.0
M;5.846666666666667;7510.0
M;5.6466666666666665;7510.0
K;5.510000000000001;7510.0
M;5.663333333333333;7511.0
K;5.34;7511.0
M;5.846666666666667;7511.0
M;5.739999999999999;7512.0
K;5.739999999999999;7512.0
M;5.673333333333333;7513.0
K;5.346666666666667;7513.0
M;5.276666666666667;7513.0
M;5.656666666666666;7514.0
K;5.906666666666666;7514.0
M;5.746666666666667;7514.0
M;4.87;7514.0
K;5.89;7514.0
K;6.073333333333333;7515.0
M;6.013333333333334;7515.0
M;5.67;7515.0
M;5.213333333333334;7516.0
M;5.836666666666667;7516.0
M;6.066666666666666;7516.0
M;5.736666666666666;7516.0
M;6.069999999999999;7517.0
M;5.433333333333334;7517.0
M;5.756666666666666;7517.0
M;5.02;7517.0
M;5.446666666666667;7517.0
K;6.213333333333334;7518.0
M;5.786666666666666;7518.0
K;5.6066666666666665;7518.0
M;5.426666666666667;7518.0
M;5.923333333333333;7518.0
K;5.616666666666666;7519.0
K;5.5600000000000005;7520.0
K;5.806666666666667;7520.0
M;5.546666666666667;7520.0
M;5.52;7520.0
M;5.426666666666667;7520.0
M;5.786666666666666;7520.0
M;5.510000000000001;7521.0
M;5.846666666666667;7521.0
K;5.6866666666666665;7521.0
K;5.543333333333334;7521.0
M;5.55;7521.0
M;5.626666666666667;7521.0
M;5.47;7521.0
K;5.546666666666667;7522.0
M;5.546666666666667;7522.0
M;5.493333333333334;7522.0
K;5.676666666666667;7522.0
K;5.783333333333333;7523.0
M;5.3933333333333335;7523.0
M;5.483333333333333;7523.0
K;5.493333333333334;7524.0
K;5.713333333333334;7524.0
K;5.723333333333333;7524.0
K;5.743333333333334;7526.0
K;5.786666666666666;7526.0
M;5.65;7527.0
M;5.510000000000001;7528.0
M;5.863333333333333;7528.0
M;5.71;7528.0
M;5.456666666666666;7529.0
